您好播主，想了解出工打工情况，	这块 我们不是很了解
哈哈有需要一定找您幫忙的！ 您是一個實事求是的人. 我建議你也開一個YouTube平台. 通過那一個平台您可以吸納一些優質的客戶！對了我也有看過您對40至60歲人士在美國創業的一些建議. 我覺得講得很好. 我52歲. 曾經在香港某A保險公司超過20年. 也曾經開過無數大單. 同時間我還做貿易生意. 就是在歐洲訂一些高端名牌通過在香港批發給國內來的客戶 (至今和那些客戶保持著很好的關係，無論是保險或者是買貨的客人）. 後來認識我現在的美國先生. 疫情開始後我見到身邊的人太多悲歡離合的故事. 加上近幾年香港的重大變遷. 所以我決定放下一切來美國生活. 現在生活無憂但我始終希望做一些事情. 我也有很多相關的工作經驗. 我現在住威斯康辛州. 我打算今年夏天我先生退休後我們搬去佛羅里達州. 現在一切已經在籌備中. 首先在那里物色一個房子. 我相信到佛羅里達也可以給我更多的發展空間. 這一次我希望做一些力所能及又不用太困身的工作或者是一些小生意.  請問Gary你對我又有什麼好的建議嗎？或者我有沒有可能找到相輔相成的生意拍檔？謝謝您寶貴的時間！😁🏻	感谢您的建议哈，我有在尝试Youtube发布，不过效果一般 估计这种短视频不是youtube的主打 佛罗里达州也有很多华人，而且中老年人为主，我觉得您如果有很多年保险公司经验 您不妨可以过去继续从事保险行业
謝謝您Gary,我到了那邊會了解一下！確實以主老年人為主.	您好，请问希望咨询什么问题？不然我微信可能后台太多信息无法一一回答
可以推荐工作吗？	感谢您的喜爱和支持哈，我会安排我的助理先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）我的助理也是我们公司的猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
好的，谢谢 向您咨询下开公司及其他事情，怎么加您微信，我微信13810245543，谢谢！	想申请公司有几种方式：
我微信13810245543，谢谢！ 可以加您微信吗	您好，请问希望咨询什么问题？不然我可能微信后台太多信息无法一一回答
孩子在美国读书，想了解一下找工作的一些事情。	感谢您的喜爱和支持哈，我会安排我的助理先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）我的助理也是我们公司的猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
你好，打扰了，我家孩子是电子工程硕士，现在在美国工作了，是对口专业的，已经工作了4 个月，他说工作的不是很愉快。工作本身是可以胜任的。你有什么好的建议给他呢，谢谢	感谢您的关注和支持。美国的文化和环境的确有一些不同，后台私信我的很多爸爸妈妈的孩子都是这种情况。 儿行千里母担忧，您的孩子相当优秀。现在在美国找工作非常难，如果他没有找好下家之前，建议您孩子坚持坚持
好 的，谢谢您在百忙中回复我，分享一个好消息，今天孩子告诉我的说中签了。再次感谢您的建议。感谢！	恭喜恭喜！替您 高兴哈，让他赶紧催公司办理哈
好的，谢谢 你好，请问近50岁，厨师和木工在美国哪个更好就业	您好，美国这边应该是木工就业机会较多，但厨师职位需求也稳定 选择应考虑个人技能和兴趣
做电商如何展开？我们在国内有无纺布环保系列的工厂，可以做购物环保袋，飞机枕套等产品，不知道如何联系上连锁大超市的采购中心	这个需要在美国找本地销售渠道经理 不然很难打进去
是的，感觉很难 您好老师！ 我家孩子在美今年研究生毕业，请问在那边找您 您可以给推荐找工作吗	您好，谢谢您的关注 我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才 但是因为我们和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会 因为这是我们额外争取出来的机会，所以有些时候是有匹配的，有些时候是没有匹配的。如果能匹配到您这边的需求，我们可以收费推荐一些实习机会。
知道了老师！ 请问是怎么收费的，收费后百分之百能找到工作吗	您好哈，我们是先安排面试，拿到offer再收费 所以，您也可以理解成为是100%找到工作吧。。。因为找不到就不收费了 我们不做培训，只安排面试。如果您感兴趣的话 我会安排我的助理先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）我的助理也是我们公司的猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
好的老师，感谢您！我让孩子加您助理的微信哈 请教一下，你们对留学生提供什么服务吗？比如实习等	我们公司作为猎头公司呢，绝大多数是在帮一些企业招比较资深的人才 但是因为我们和很多公司的HR或者创始人关系比较好，有时可以给留学生争取到一些实习机会 如果能匹配到您这边的需求，我们可以收费推荐一些实习机会。
怎么收费？是肯定能实习吗？还是只是面试的机会？	我们会根据专业，给一些公司和介绍给您，然后如果您和孩子感兴趣，我们再安排面试 只有面试通过了，公司愿意给实习，而且咱们也愿意去，我们才会收费 费用一般从5000-20000美金不等，因为有一些是小公司，也有一些很出名的比较大的公司。但是我们都会先说清楚再安排去面试的 感谢您的喜爱和支持哈，我会安排我的助理先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）我的助理也是我们公司的猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
好的，谢谢 你好	你好
我想去美国工作生活，你有办理工作签证吗	如果您从来没有来过美国，也没有美国学历，可能投资移民会更合适您的情况 或者可以考虑来美国重新读一个学历之后再慢慢重新适应美国社会
你好，方便加下微信吗	您好，请问希望咨询什么问题？不然我可能微信后台太多信息无法一一回答
我是VISA过来的，想提交申请	Visa？ Visa有很多种，您是哪一种
刚过来三个多月 十年旅游签 哦，您的视频内容是工作创业类的 也正是我需要了解的 想找个事情做，您这边有工作上的信息交流群没有	哦哦哦，十年旅游的B1 VISA 感谢您关注哈，我会经常开直播沟通这些话题的 您也可以去看我小红书已经有一些直播回放了 我的小红书是，到美国就找硅谷猎头Gary
是不是四月份才开始抽签啊	美国时间3.27就开始抽签放榜了哦，然后一直到3,31号抽签结束
谢谢你！儿子在美国去年刚工作，昨晚问了情况，他公司有网站消息，还没结果	还有两三天哈
你好！请问你公司招人吗？金融工程专业的符合吗？	您好，抱歉我们公司目前不招人哦
哦，好的，谢谢谢谢！ 看到你的一些视频，努力精神很值得我儿子学习，是否可以要我儿子加你微信，毕业了他现在在美国找工作，求职路上希望你多多指点帮助	感谢您的喜爱和支持哈，我会安排我的助理先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）我的助理也是我们公司的猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
